Shloka,EngMeaning
"यं संन्यासमिति प्राहुर्योगं तं विद्धि पाण्डव |
न ह्यसंन्यस्तसङ्कल्पो योगी भवति कश्चन ||६-२||","6.2 Do thou, O Arjuna, know Yoga to be that which they call renunciation; no one verily becomes a Yogi who has not renounced thoughts."
"आरुरुक्षोर्मुनेर्योगं कर्म कारणमुच्यते |
योगारूढस्य तस्यैव शमः कारणमुच्यते ||६-३||","6.3 For a sage who wishes to attain to Yoga, action is said to be the means; for the same sage who has attained to Yoga, inaction (iescence) is said to be the means."
"यदा हि नेन्द्रियार्थेषु न कर्मस्वनुषज्जते |
सर्वसङ्कल्पसंन्यासी योगारूढस्तदोच्यते ||६-४||","6.4 When a man is not attached to the sense-objects or to actions, having renounced all thoughts, then he is said to have attained to Yoga."
"उद्धरेदात्मनात्मानं नात्मानमवसादयेत् |
आत्मैव ह्यात्मनो बन्धुरात्मैव रिपुरात्मनः ||६-५||","6.5 One should raise oneself by one's Self alone; let not one lower oneself; for the Self alone is the friend of oneself, and the Self alone is the enemy of oneself."
"बन्धुरात्मात्मनस्तस्य येनात्मैवात्मना जितः |
अनात्मनस्तु शत्रुत्वे वर्तेतात्मैव शत्रुवत् ||६-६||","6.6 The Self is the friend of the self of him by whom the self has been conered by the Self, but to the unconered self, this Self stands in the position of an enemy, like an (external) foe."
"जितात्मनः प्रशान्तस्य परमात्मा समाहितः |
शीतोष्णसुखदुःखेषु तथा मानापमानयोः ||६-७||","6.7 The Supreme Self of him who is self-controlled and peaceful is balanced in cold and heat, pleasure and pain, as also in honour and dishonour."
"ज्ञानविज्ञानतृप्तात्मा कूटस्थो विजितेन्द्रियः |
युक्त इत्युच्यते योगी समलोष्टाश्मकाञ्चनः ||६-८||","6.8 The Yogi who is satisfied with the knowledge and the wisdom (of the Self), who has conered the senses, and to whom a clod of earth, a piece of stone and gold are the same, is said to be harmonied (i.e., is said to have attained Nirvikalpa Samadhi)."
"सुहृन्मित्रार्युदासीनमध्यस्थद्वेष्यबन्धुषु |
साधुष्वपि च पापेषु समबुद्धिर्विशिष्यते ||६-९||","6.9 He who is of the same mind to the good-hearted, friends, enemies, the indifferent, the neutral, the hateful, the relatives, the righteous and the unrighteous, excels."
"योगी युञ्जीत सततमात्मानं रहसि स्थितः |
एकाकी यतचित्तात्मा निराशीरपरिग्रहः ||६-१०||","6.10 Let the Yogi try constantly to keep the mind steady, remaining in solitude, alone, with the mind and the body controlled, and free from hope and covetousness."
"शुचौ देशे प्रतिष्ठाप्य स्थिरमासनमात्मनः |
नात्युच्छ्रितं नातिनीचं चैलाजिनकुशोत्तरम् ||६-११||","6.11 In a clean spot, having established a firm seat of his own, neither too high nor too low, made of a cloth, a skin and Kusa-grass, one over the other."
"तत्रैकाग्रं मनः कृत्वा यतचित्तेन्द्रियक्रियः |
उपविश्यासने युञ्ज्याद्योगमात्मविशुद्धये ||६-१२||","6.12 There, having made the mind one-pointed, with the actions of the mind and the senses controlled, let him, seated on the seat, practise Yoga for the purification of the self."
"समं कायशिरोग्रीवं धारयन्नचलं स्थिरः |
सम्प्रेक्ष्य नासिकाग्रं स्वं दिशश्चानवलोकयन् ||६-१३||","6.13 Let him firmly hold his body, head and neck erect and still, gazing at the tip of his nose, without looking around."
"प्रशान्तात्मा विगतभीर्ब्रह्मचारिव्रते स्थितः |
मनः संयम्य मच्चित्तो युक्त आसीत मत्परः ||६-१४||","6.14 Serene-minded, fearless, firm in the vow of a Brahmachari, having controlled the mind, thinking of Me and balanced in mind, let him sit, having Me as his supreme goal."
"युञ्जन्नेवं सदात्मानं योगी नियतमानसः |
शान्तिं निर्वाणपरमां मत्संस्थामधिगच्छति ||६-१५||","6.15 Thus always keeping the mind balanced, the Yogi, with the mind controlled, attains to the peace abiding in Me, which culminates in liberation."
"नात्यश्नतस्तु योगोऽस्ति न चैकान्तमनश्नतः |
न चातिस्वप्नशीलस्य जाग्रतो नैव चार्जुन ||६-१६||","6.16 Verily Yoga is not possible for him who eats too much, nor for him who does not eat at all, nor for him who sleeps too much, nor for him who is (always) awake, O Arjuna."
"युक्ताहारविहारस्य युक्तचेष्टस्य कर्मसु |
युक्तस्वप्नावबोधस्य योगो भवति दुःखहा ||६-१७||","6.17 Yoga becomes the destroyer of pain for him who is moderate in eating and recreation (such 
as walking, etc.), who is moderate in exertion in actions, who is moderate in sleep and wakefulness."
"यदा विनियतं चित्तमात्मन्येवावतिष्ठते |
निःस्पृहः सर्वकामेभ्यो युक्त इत्युच्यते तदा ||६-१८||","6.18 When the perfectly controlled mind rests in the Self only, free from longing for all the objects of desires, then it is said, 'He is united'."
"यथा दीपो निवातस्थो नेङ्गते सोपमा स्मृता |
योगिनो यतचित्तस्य युञ्जतो योगमात्मनः ||६-१९||","6.19 As a lamp placed in a windless spot does not flicker  to such is compared the Yogi of controlled mind, practising Yoga in the Self (or absorbed in the Yoga of the Self)."
"यत्रोपरमते चित्तं निरुद्धं योगसेवया |
यत्र चैवात्मनात्मानं पश्यन्नात्मनि तुष्यति ||६-२०||","6.20 When the mind, restrained by the practice of Yoga attains to quietude and when seeing the Self by the self, he is satisfied in his own Self."
"सुखमात्यन्तिकं यत्तद् बुद्धिग्राह्यमतीन्द्रियम् |
वेत्ति यत्र न चैवायं स्थितश्चलति तत्त्वतः ||६-२१||","6.21 When he (the Yogi) feels that Infinite Bliss which can be grasped by the (pure) intellect and which transcends the senses, and established wherein he never moves from the Reality."
"यं लब्ध्वा चापरं लाभं मन्यते नाधिकं ततः |
यस्मिन्स्थितो न दुःखेन गुरुणापि विचाल्यते ||६-२२||","6.22 Which, having obtained, he thinks there is no other gain superior to it; wherein estabished, he is not moved even by heavy sorrow."
"तं विद्याद् दुःखसंयोगवियोगं योगसंज्ञितम् |
स निश्चयेन योक्तव्यो योगोऽनिर्विण्णचेतसा ||६-२३||","6.23 Let that be known by the name of Yoga, the severance from union with pain. This Yoga should be practised with determination and with an undesponding mind."
"सङ्कल्पप्रभवान्कामांस्त्यक्त्वा सर्वानशेषतः |
मनसैवेन्द्रियग्रामं विनियम्य समन्ततः ||६-२४||",6.24 Abandoning without reserve all desires born of Sankalpa (thought and imagination) and completely restraining the whole group of the senses by the mind from all sides.
"शनैः शनैरुपरमेद् बुद्ध्या धृतिगृहीतया |
आत्मसंस्थं मनः कृत्वा न किञ्चिदपि चिन्तयेत् ||६-२५||","6.25 Little by little let him attain to ietude by the intellect held firmly; having made the mind establish itself in the Self, let him not think of anything."
"यतो यतो निश्चरति मनश्चञ्चलमस्थिरम् |
ततस्ततो नियम्यैतदात्मन्येव वशं नयेत् ||६-२६||","6.26 From whatever cause the restless and unsteady mind wanders away, from that let him restrain it and bring it under the control of the Self alone."
"प्रशान्तमनसं ह्येनं योगिनं सुखमुत्तमम् |
उपैति शान्तरजसं ब्रह्मभूतमकल्मषम् ||६-२७||","6.27 Supreme Bliss verily comes to this Yogi whose mind is ite peaceful, whose passion is ieted, who has become Brahman and who is free from sin."
"युञ्जन्नेवं सदात्मानं योगी विगतकल्मषः |
सुखेन ब्रह्मसंस्पर्शमत्यन्तं सुखमश्नुते ||६-२८||","6.28 The Yogi, always engaging the mind thus (in the practice of Yoga), freed from sins, easily enjoys the Infinite Bliss of contact with Brahman (the Eternal)."
"सर्वभूतस्थमात्मानं सर्वभूतानि चात्मनि |
ईक्षते योगयुक्तात्मा सर्वत्र समदर्शनः ||६-२९||",6.29 With the mind harmonised by Yoga he sees the Self abiding in all beings and all beings in the Self; he sees the same everywhere.
"यो मां पश्यति सर्वत्र सर्वं च मयि पश्यति |
तस्याहं न प्रणश्यामि स च मे न प्रणश्यति ||६-३०||","6.30 He who sees Me everywhere and sees everything in Me, he never becomes separated from Me, nor do I become separated from him."
"सर्वभूतस्थितं यो मां भजत्येकत्वमास्थितः |
सर्वथा वर्तमानोऽपि स योगी मयि वर्तते ||६-३१||","6.31 He who, being established in unity, worships Me Who dwells in all beings, that Yogi abides in Me, whatever may be his mode of living."
"आत्मौपम्येन सर्वत्र समं पश्यति योऽर्जुन |
सुखं वा यदि वा दुःखं स योगी परमो मतः ||६-३२||","6.32 He who, through the likeness of the Self, O Arjuna, sees eality everywhere, be it pleasure or pain, he is regarded as the highest Yogi."
"अर्जुन उवाच |
योऽयं योगस्त्वया प्रोक्तः साम्येन मधुसूदन |
एतस्याहं न पश्यामि चञ्चलत्वात्स्थितिं स्थिराम् ||६-३३||","6.33 Arjuna said  This Yoga of eanimity taught by Thee, O Krishna, I do not see its steady continuance, because of the restlessness (of the mind)."
"चञ्चलं हि मनः कृष्ण प्रमाथि बलवद् दृढम् |
तस्याहं निग्रहं मन्ये वायोरिव सुदुष्करम् ||६-३४||","6.34 The mind verily is restless, turbulent, strong and unyielding, O Krishna: I deem it as difficult to control it as to control the wind."
"श्रीभगवानुवाच |
असंशयं महाबाहो मनो दुर्निग्रहं चलम् |
अभ्यासेन तु कौन्तेय वैराग्येण च गृह्यते ||६-३५||","6.35 The Blessed Lord said  Undoubtedly, O mighty-armed Arjuna, the mind is difficult to control and restless; but by practice and by dispassion it may be restrained."
"असंयतात्मना योगो दुष्प्राप इति मे मतिः |
वश्यात्मना तु यतता शक्योऽवाप्तुमुपायतः ||६-३६||","6.36 I think Yoga is hard to be attained by one of uncontrolled self, but the self-controlled and striving one can attain to it by the (proper) means."
"अर्जुन उवाच |
अयतिः श्रद्धयोपेतो योगाच्चलितमानसः |
अप्राप्य योगसंसिद्धिं कां गतिं कृष्ण गच्छति ||६-३७||","6.37 Arjuna said  He who is unable to control himself though he has the faith, and whose mind wanders away from Yoga, what end does he, having failed to attain perfection in Yoga, mee,t O Krishna?"
"कच्चिन्नोभयविभ्रष्टश्छिन्नाभ्रमिव नश्यति |
अप्रतिष्ठो महाबाहो विमूढो ब्रह्मणः पथि ||६-३८||",Swami Sivananda did not comment on this sloka
"एतन्मे संशयं कृष्ण छेत्तुमर्हस्यशेषतः |
त्वदन्यः संशयस्यास्य छेत्ता न ह्युपपद्यते ||६-३९||","6.39 This doubt of mine, O Krishna, do Thou dispel completely; because it is not possible for any but Thee to dispel this doubt."
"श्रीभगवानुवाच |
पार्थ नैवेह नामुत्र विनाशस्तस्य विद्यते |
न हि कल्याणकृत्कश्चिद् दुर्गतिं तात गच्छति ||६-४०||","6.40 The Blessed Lord said  O Arjuna, neither in this world, nor in the next world is there destruction for him; none, verily, who does good, O My son, ever comes to grief."
"प्राप्य पुण्यकृतां लोकानुषित्वा शाश्वतीः समाः |
शुचीनां श्रीमतां गेहे योगभ्रष्टोऽभिजायते ||६-४१||","6.41 Having attained to the worlds of the righteous and having dwelt there for everlasting years, he who fell from Yoga is rorn in a house of the pure and wealthy."
"अथवा योगिनामेव कुले भवति धीमताम् |
एतद्धि दुर्लभतरं लोके जन्म यदीदृशम् ||६-४२||",6.42 Or he is born in a family of even the wise Yogis; verily a birth like this is very difficult to obtain in this world.
"तत्र तं बुद्धिसंयोगं लभते पौर्वदेहिकम् |
यतते च ततो भूयः संसिद्धौ कुरुनन्दन ||६-४३||","6.43 Thee he comes in touch with the knowledge acired in his former body and strives more than before for perfection, O Arjuna."
"पूर्वाभ्यासेन तेनैव ह्रियते ह्यवशोऽपि सः |
जिज्ञासुरपि योगस्य शब्दब्रह्मातिवर्तते ||६-४४||",6.44 By that very former practice he is borne on in spite of himself. Even he who merely wishes to know Yoga goes beyond the Brahmic word.
"प्रयत्नाद्यतमानस्तु योगी संशुद्धकिल्बिषः |
अनेकजन्मसंसिद्धस्ततो याति परां गतिम् ||६-४५||","6.45 But the Yogi who strives with assiduity, purified of sins and perfected gradually through many births, reaches the highest goal."
"तपस्विभ्योऽधिको योगी ज्ञानिभ्योऽपि मतोऽधिकः |
कर्मिभ्यश्चाधिको योगी तस्माद्योगी भवार्जुन ||६-४६||","6.46 The Yogi is thought to be superior to the ascetics and even superior to men of knowledge (obtained through the study of scriptures); he is also superior to men of action; therefore be thou a Yogi, O Arjuna."
"योगिनामपि सर्वेषां मद्गतेनान्तरात्मना |
श्रद्धावान्भजते यो मां स मे युक्ततमो मतः ||६-४७||","6.47 And among all the Yogis he who, full of faith and with his inner self merged in Me, worships Me is deemed by Me to be the most devout."
"श्रीभगवानुवाच |
मय्यासक्तमनाः पार्थ योगं युञ्जन्मदाश्रयः |
असंशयं समग्रं मां यथा ज्ञास्यसि तच्छृणु ||७-१||","7.1 The Blessed Lord said  O Arjuna, hear how you shall without doubt know Me fully, with the mind intent on Me, practising Yoga and taking refuge in Me."
"ज्ञानं तेऽहं सविज्ञानमिदं वक्ष्याम्यशेषतः |
यज्ज्ञात्वा नेह भूयोऽन्यज्ज्ञातव्यमवशिष्यते ||७-२||","7.2 I shall declare to thee in full this knowledge combined with realisation, after knowing which nothing more here remains to be known."
"मनुष्याणां सहस्रेषु कश्चिद्यतति सिद्धये |
यततामपि सिद्धानां कश्चिन्मां वेत्ति तत्त्वतः ||७-३||","7.3 Among thousands of men, one perchance strives for perfection; even among those successful strivers, only one perchance knows Me in essence."
"भूमिरापोऽनलो वायुः खं मनो बुद्धिरेव च |
अहंकार इतीयं मे भिन्ना प्रकृतिरष्टधा ||७-४||","7.4 Earth, water, fire, air, ether, mind, intellect and egoism  thus is My Nature divided eightfold."
"अपरेयमितस्त्वन्यां प्रकृतिं विद्धि मे पराम् |
जीवभूतां महाबाहो ययेदं धार्यते जगत् ||७-५||","7.5 This is the inferior Prakriti, O mighty-armed (Arjuna); know thou as different from it My higher Prakriti (Nature), the very life-element, by which this world is upheld."
"एतद्योनीनि भूतानि सर्वाणीत्युपधारय |
अहं कृत्स्नस्य जगतः प्रभवः प्रलयस्तथा ||७-६||",7.6 Know that these two (Natures) are the womb of all beings. So I am the source and dissolution of the whole universe.
"मत्तः परतरं नान्यत्किञ्चिदस्ति धनञ्जय |
मयि सर्वमिदं प्रोतं सूत्रे मणिगणा इव ||७-७||","7.7 There is nothing whatsoever higher than Me, O Arjuna. All this is strung on Me, as clusters of gems on a string."
"रसोऽहमप्सु कौन्तेय प्रभास्मि शशिसूर्ययोः |
प्रणवः सर्ववेदेषु शब्दः खे पौरुषं नृषु ||७-८||","7.8 I am the sapidity in water, O Arjuna; I am the light in the moon and the sun; I am the syllable Om in all the Vedas, sound in ether and virility in men."
"पुण्यो गन्धः पृथिव्यां च तेजश्चास्मि विभावसौ |
जीवनं सर्वभूतेषु तपश्चास्मि तपस्विषु ||७-९||","7.9 I am the sweet fragrance in the earth and the brilliance in the fire, the life in all beings, and I am the austerity in ascetics."
"बीजं मां सर्वभूतानां विद्धि पार्थ सनातनम् |
बुद्धिर्बुद्धिमतामस्मि तेजस्तेजस्विनामहम् ||७-१०||","7.10 Know Me, O Arjuna, as the eternal seed of all beings; I am the intelligence of the intelligent; the splendour of the splendid objects am I."
"बलं बलवतां चाहं कामरागविवर्जितम् |
धर्माविरुद्धो भूतेषु कामोऽस्मि भरतर्षभ ||७-११||","7.11 Of the strong, I am the strength devoid of desire and attachment, and in (all) beings, I am the desire unopposed to Dharma, O Arjuna."
"ये चैव सात्त्विका भावा राजसास्तामसाश्च ये |
मत्त एवेति तान्विद्धि न त्वहं तेषु ते मयि ||७-१२||","7.12 Whatever beings (and objects) that are pure, active and inert, know that they proceed from Me. They are in Me, yet I am not in them."
"त्रिभिर्गुणमयैर्भावैरेभिः सर्वमिदं जगत् |
मोहितं नाभिजानाति मामेभ्यः परमव्ययम् ||७-१३||",7.13 Deluded by these Natures (states or things) composed of the three alities of Nature all this world does not know Me as distinct from them and immutable.
"दैवी ह्येषा गुणमयी मम माया दुरत्यया |
मामेव ये प्रपद्यन्ते मायामेतां तरन्ति ते ||७-१४||","7.14 Verily, this divine illusion of Mine, made up of the (three) alities (of Nature) is difficult to cross over; those who take refuge in Me alone, cross over this illusion."
"न मां दुष्कृतिनो मूढाः प्रपद्यन्ते नराधमाः |
माययापहृतज्ञाना आसुरं भावमाश्रिताः ||७-१५||",7.15 The evil-doers and the deluded who are the lowest of men do not seek Me; they whose knowledge is destroyed by illusion follow the ways of demons.
"चतुर्विधा भजन्ते मां जनाः सुकृतिनोऽर्जुन |
आर्तो जिज्ञासुरर्थार्थी ज्ञानी च भरतर्षभ ||७-१६||","7.16 Four kinds of virtuous men worship Me, O Arjuna, and they are the distressed, the seekr of knowledge, the seekr of wealth and the wise, O lord of the Bharatas."
"तेषां ज्ञानी नित्ययुक्त एकभक्तिर्विशिष्यते |
प्रियो हि ज्ञानिनोऽत्यर्थमहं स च मम प्रियः ||७-१७||","7.17 Of them the wise, ever steadfast and devoted to the One, excels (is the best); for I am exceedingly dear to the wise and he is dear to Me."
"उदाराः सर्व एवैते ज्ञानी त्वात्मैव मे मतम् |
आस्थितः स हि युक्तात्मा मामेवानुत्तमां गतिम् ||७-१८||","7.18 Noble indeed are all these; but I deem the wise man as My very Self; for, steadfast in mind he is established in Me alone as the supreme goal."
"बहूनां जन्मनामन्ते ज्ञानवान्मां प्रपद्यते |
वासुदेवः सर्वमिति स महात्मा सुदुर्लभः ||७-१९||","7.19 At the end of many births the wise man comes to Me, realising that all this is Vaasudeva (the innermost Self); such a great soul (Mahatma) is very hard to find."
"कामैस्तैस्तैर्हृतज्ञानाः प्रपद्यन्तेऽन्यदेवताः |
तं तं नियममास्थाय प्रकृत्या नियताः स्वया ||७-२०||","7.20 Those whose wisdom has been rent away by this or that desire, go to other gods, following this or that rite, led by their own nature."
"यो यो यां यां तनुं भक्तः श्रद्धयार्चितुमिच्छति |
तस्य तस्याचलां श्रद्धां तामेव विदधाम्यहम् ||७-२१||",7.21 Whatsoever form any devotee desires to worship with faith  that (same) faith of his I make firm and unflinching.
"स तया श्रद्धया युक्तस्तस्याराधनमीहते |
लभते च ततः कामान्मयैव विहितान्हि तान् ||७-२२||","7.22 Endowed with that faith, he engages in the worship of that (form) and from it he obtains his desire, these being verily ordained by Me (alone)."
"अन्तवत्तु फलं तेषां तद्भवत्यल्पमेधसाम् |
देवान्देवयजो यान्ति मद्भक्ता यान्ति मामपि ||७-२३||","7.23 Verily the reward (fruit) that accrues to those men of small intelligence is finite. The worshippers of the gods go to them, but My devotees come to Me."
"अव्यक्तं व्यक्तिमापन्नं मन्यन्ते मामबुद्धयः |
परं भावमजानन्तो ममाव्ययमनुत्तमम् ||७-२४||","7.24 The foolish think of Me, the Unmanifest, as having manifestation, knowing not My higher, immutable and most excellent nature."
"नाहं प्रकाशः सर्वस्य योगमायासमावृतः |
मूढोऽयं नाभिजानाति लोको मामजमव्ययम् ||७-२५||","7.25 I am not manifest to all (as I am) veiled by the Yoga-Maya. This deluded world does not know Me, the unborn and imperishable."
"वेदाहं समतीतानि वर्तमानानि चार्जुन |
भविष्याणि च भूतानि मां तु वेद न कश्चन ||७-२६||","7.26 I know, O Arjuna, the beings of the past, the present and the future, but no one knows Me."
"इच्छाद्वेषसमुत्थेन द्वन्द्वमोहेन भारत |
सर्वभूतानि सम्मोहं सर्गे यान्ति परन्तप ||७-२७||","7.27 By the delusion of the pairs of opposites arising from desire and aversion, O Bharata, all beings are subject to delusion at birth, O Parantapa."
"येषां त्वन्तगतं पापं जनानां पुण्यकर्मणाम् |
ते द्वन्द्वमोहनिर्मुक्ता भजन्ते मां दृढव्रताः ||७-२८||","7.28 But those men of virtuous deeds whose sins have come to an end, and who are freed from the delusion of the pairs of opposites, worship Me, steadfast in their vows."
"जरामरणमोक्षाय मामाश्रित्य यतन्ति ये |
ते ब्रह्म तद्विदुः कृत्स्नमध्यात्मं कर्म चाखिलम् ||७-२९||","7.29 Those who strive for liberation from old age and death, taking refuge in Me, realise in full ï1thatï1 Brahman, the whole knowledge of the Self and all action."
"साधिभूताधिदैवं मां साधियज्ञं च ये विदुः |
प्रयाणकालेऽपि च मां ते विदुर्युक्तचेतसः ||७-३०||","7.30 Those who know Me with the Adhibhuta (pertaining to the elements), Adhidaiva (pertaining to the gods) and the Adhiyajna (pertaining to the sacrifice) know Me even at the time of death, steadfast in mind."
"अर्जुन उवाच |
किं तद् ब्रह्म किमध्यात्मं किं कर्म पुरुषोत्तम |
अधिभूतं च किं प्रोक्तमधिदैवं किमुच्यते ||८-१||",Swami Sivananda did not comment on this sloka
"अधियज्ञः कथं कोऽत्र देहेऽस्मिन्मधुसूदन |
प्रयाणकाले च कथं ज्ञेयोऽसि नियतात्मभिः ||८-२||","8.2 Who and how is Adhiyajna here in this body, O destroyer of Madhu (Krishna)? And how at the time of death, art Thou to be known by the self-controlled?"
"श्रीभगवानुवाच |
अक्षरं ब्रह्म परमं स्वभावोऽध्यात्ममुच्यते |
भूतभावोद्भवकरो विसर्गः कर्मसंज्ञितः ||८-३||","8.3 The Blessed Lord said  Brahman is the Imperishable, the Supreme; Its essential nature is called Self-knowledge; the offering (to the gods) which causes existence and manifestation of beings and which also sustains them is called action."
"अधिभूतं क्षरो भावः पुरुषश्चाधिदैवतम् |
अधियज्ञोऽहमेवात्र देहे देहभृतां वर ||८-४||","8.4 Adhibhuta (knowledge of the elements) pertains to My perishable Nature and the Purusha or the Soul is the Adhidaiva; I alone am the Adhiyajna here in this body, O best among the embodied (men)."
"अन्तकाले च मामेव स्मरन्मुक्त्वा कलेवरम् |
यः प्रयाति स मद्भावं याति नास्त्यत्र संशयः ||८-५||","8.5 And whosoever, leaving the body, goes forth remembering Me alone, at the time of death, he attains My Being: there is no doubt about this."
"यं यं वापि स्मरन्भावं त्यजत्यन्ते कलेवरम् |
तं तमेवैति कौन्तेय सदा तद्भावभावितः ||८-६||","8.6 Whosoever at the end leaves the body, thinking of any being, to that being only does he go, O son of Kunti (Arjuna), because of his constant thought of that being."
"तस्मात्सर्वेषु कालेषु मामनुस्मर युध्य च |
मय्यर्पितमनोबुद्धिर्मामेवैष्यस्यसंशयः (orसंशयम्) ||८-७||","8.7 Therefore at all times remember Me only and fight. With mind and intellect fixed (or absorbed) in Me, thou shalt doubtessly come to Me alone."
"अभ्यासयोगयुक्तेन चेतसा नान्यगामिना |
परमं पुरुषं दिव्यं याति पार्थानुचिन्तयन् ||८-८||","8.8 With the mind not moving towards any other thing, made steadfast by the method of habitual meditation, and constantly meditating, one goes to the Supreme Person, the Resplendent, O Arjuna."
"कविं पुराणमनुशासितार-
मणोरणीयंसमनुस्मरेद्यः |
सर्वस्य धातारमचिन्त्यरूप-
मादित्यवर्णं तमसः परस्तात् ||८-९||","8.9 Whosoever meditates on the Omniscient, the Ancient, the Ruler (of the whole world), minuter than an atom, the supporter of all, of inconceivable form, effulgent like the sun and beyond the darkness of ignorance."
"प्रयाणकाले मनसाऽचलेन
भक्त्या युक्तो योगबलेन चैव |
भ्रुवोर्मध्ये प्राणमावेश्य सम्यक्
स तं परं पुरुषमुपैति दिव्यम् ||८-१०||","8.10 At the time of death, with unshaken mind, endowed with devotio, by the power of Yoga, fixing the whole life-breath in the middle of the two eyrows, he reaches that resplendent Supreme Person."
"यदक्षरं वेदविदो वदन्ति
विशन्ति यद्यतयो वीतरागाः |
यदिच्छन्तो ब्रह्मचर्यं चरन्ति
तत्ते पदं संग्रहेण प्रवक्ष्ये ||८-११||","8.11 That which is declared Imperishable by those who know the Vedas, that which the self-controlled (ascetics or Sannyasins) and passion-free enter, that desiring which celibacy is practised  that goal I will declare to thee in brief."
"सर्वद्वाराणि संयम्य मनो हृदि निरुध्य च |
मूध्न्यार्धायात्मनः प्राणमास्थितो योगधारणाम् ||८-१२||","8.12 Having closed all the gates, confined the mind in the heart and fixed the life-breath in the head, engaged in the practice of concentration."
"ओमित्येकाक्षरं ब्रह्म व्याहरन्मामनुस्मरन् |
यः प्रयाति त्यजन्देहं स याति परमां गतिम् ||८-१३||","8.13 Uttering the one-syllabled Om  the Brahman  and remembering Me, he who departs, leaving the body, attains to the Supreme Goal."
"अनन्यचेताः सततं यो मां स्मरति नित्यशः |
तस्याहं सुलभः पार्थ नित्ययुक्तस्य योगिनः ||८-१४||","8.14 I am easily attainable by that ever-steadfast Yogi who constantly and daily remembers Me (for a long time), not thinking of anything else (with a single mind or one-pointed mind), O Partha (Arjuna)."
"मामुपेत्य पुनर्जन्म दुःखालयमशाश्वतम् |
नाप्नुवन्ति महात्मानः संसिद्धिं परमां गताः ||८-१५||","8.15 Having attained Me these great souls do not again take birth (here) which is the place of pain 
and is non-eternal: they have reached the highest perfection (liberation)."
"आब्रह्मभुवनाल्लोकाः पुनरावर्तिनोऽर्जुन |
मामुपेत्य तु कौन्तेय पुनर्जन्म न विद्यते ||८-१६||","8.16 (All) the worlds including the world of Brahma are subject to return again, O Arjuna; but he who reaches Me, O son of Kunti, has no rirth."
"सहस्रयुगपर्यन्तमहर्यद् ब्रह्मणो विदुः |
रात्रिं युगसहस्रान्तां तेऽहोरात्रविदो जनाः ||८-१७||","8.17 Those people who know the day of Brahma which is of a duration of a thousand Yugas (ages) and the night which is also of a thousand Yugas duration, they know day and night."
"अव्यक्ताद् व्यक्तयः सर्वाः प्रभवन्त्यहरागमे |
रात्र्यागमे प्रलीयन्ते तत्रैवाव्यक्तसंज्ञके ||८-१८||",8.18 From the Unmanifested all the manifested (worlds) proceed at the coming of the 'day'; at the coming of the 'night' they dissolve verily into ï1thatï1 alone which is called the Unmanifested.
"भूतग्रामः स एवायं भूत्वा भूत्वा प्रलीयते |
रात्र्यागमेऽवशः पार्थ प्रभवत्यहरागमे ||८-१९||","8.19 This same multitude of beings, being born again and again, is dissolved, helplessly, O Arjuna (into the Unmanifested) at the coming of the night and comes forth at the coming of the day."
"परस्तस्मात्तु भावोऽन्योऽव्यक्तोऽव्यक्तात्सनातनः |
यः स सर्वेषु भूतेषु नश्यत्सु न विनश्यति ||८-२०||","8.20 But verily there exists, higher than this Unmanifested, another unmanifested Eternal, which is not destroyed when all beings are destroyed."
"अव्यक्तोऽक्षर इत्युक्तस्तमाहुः परमां गतिम् |
यं प्राप्य न निवर्तन्ते तद्धाम परमं मम ||८-२१||","8.21 What is called the Unmanifested and the Imperishable, That they say is the highest goal. They who reach It do not return (to this Samsara). That is My highest abode (place or state)."
"पुरुषः स परः पार्थ भक्त्या लभ्यस्त्वनन्यया |
यस्यान्तःस्थानि भूतानि येन सर्वमिदं ततम् ||८-२२||","8.22 That highest Purusha, O Arjuna, is attainable by unswerving devotion to Him alone within Whom all beings dwell and by Whom all this is pervaded."
"यत्र काले त्वनावृत्तिमावृत्तिं चैव योगिनः |
प्रयाता यान्ति तं कालं वक्ष्यामि भरतर्षभ ||८-२३||","8.23 Now I will tell thee, O chief of Bharatas, the times departing at which the Yogis will return or not return."
"अग्निर्जोतिरहः शुक्लः षण्मासा उत्तरायणम् |
तत्र प्रयाता गच्छन्ति ब्रह्म ब्रह्मविदो जनाः ||८-२४||","8.24 Fire, light daytime, the bright fortnight, the six months of the northern path of the sun (the northern solstice)  departing then (by these) men who know Brahman go to Brahman."
"धूमो रात्रिस्तथा कृष्णः षण्मासा दक्षिणायनम् |
तत्र चान्द्रमसं ज्योतिर्योगी प्राप्य निवर्तते ||८-२५||","8.25 Attaining to the lunar light by smoke, night time, the dark fortnight also, the six months of the southern path of the sun (the southern solstice), the Yogi returns."
"शुक्लकृष्णे गती ह्येते जगतः शाश्वते मते |
एकया यात्यनावृत्तिमन्ययावर्तते पुनः ||८-२६||",8.26 The bright and the dark paths of the world are verily thought to be eternal; by the one (the bright path) a man goes not to return and by the other (the dark path) he returns.
"नैते सृती पार्थ जानन्योगी मुह्यति कश्चन |
तस्मात्सर्वेषु कालेषु योगयुक्तो भवार्जुन ||८-२७||","8.27 Knowing these paths, O Arjuna, no Yogi is deluded; therefore at all times be steadfast in Yoga."
